execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/10c.sql
0.001932314, 2.772540983, 8.238428470, 
0.000987066, 2.741592927, 8.226610015, 
0.000977669, 2.744642840, 8.244743734, 
0.000974362, 2.747211736, 8.226323039, 
0.000975865, 2.759827803, 8.239500556, 
0.000976857, 2.751266371, 8.249360599, 
0.000927284, 2.746467193, 8.234140430, 
0.000977849, 2.747888371, 8.247246784, 
0.000982218, 2.743686472, 8.260826415, 
0.000982397, 2.745441034, 8.233776490, 
0.000973651, 2.913505479, 8.287245330, 
0.000938286, 2.747654465, 8.261882129, 
0.000979943, 2.747302476, 8.229159945, 
0.000990373, 2.739691199, 8.242764972, 
0.000988629, 2.738760979, 8.270607110, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/12a.sql
0.001154199, 0.383017662, 0.445716726, 0.013506654, 
0.002006563, 0.334684378, 0.436336131, 0.013652585, 
0.001873986, 0.334585101, 0.433489086, 0.013833465, 
0.002027683, 0.336762405, 0.436419956, 0.013841379, 
0.001977087, 0.335841532, 0.433464861, 0.013696568, 
0.002083778, 0.335181767, 0.435849150, 0.013767371, 
0.001933767, 0.334235197, 0.432238656, 0.013617592, 
0.002152556, 0.331694555, 0.435981638, 0.013661543, 
0.001919761, 0.333156298, 0.432850230, 0.013683744, 
0.002081814, 0.333053126, 0.436933378, 0.013735712, 
0.001961479, 0.335818579, 0.432964825, 0.013624194, 
0.002086452, 0.334758596, 0.434230232, 0.013765958, 
0.001953284, 0.337685781, 0.434307496, 0.013731474, 
0.002059622, 0.338234367, 0.437258497, 0.013885883, 
0.002025509, 0.336219920, 0.434350527, 0.013717147, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/12b.sql
0.001773217, 0.014669349, 0.001749292, 0.096071285, 
0.001218449, 0.014018241, 0.001568774, 0.063089395, 
0.001224911, 0.014391970, 0.001614470, 0.062838726, 
0.001180699, 0.013842001, 0.001645147, 0.062586574, 
0.001174016, 0.014026986, 0.001588582, 0.062746253, 
0.001160691, 0.013939614, 0.001562422, 0.062853653, 
0.001199534, 0.014173500, 0.001709849, 0.063154276, 
0.001203912, 0.014149086, 0.001649926, 0.063485546, 
0.001170098, 0.014227541, 0.001602568, 0.063282255, 
0.001171781, 0.014133656, 0.001594913, 0.063308254, 
0.001158176, 0.014220098, 0.001578403, 0.063191927, 
0.001177994, 0.014000968, 0.001670835, 0.063355042, 
0.001152996, 0.014157962, 0.001644686, 0.063779245, 
0.001174397, 0.014083472, 0.001717643, 0.063350433, 
0.001166482, 0.014230598, 0.001584744, 0.063196846, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/12c.sql
0.001284192, 0.781442291, 0.572578614, 0.995458417, 
0.001958383, 0.768540439, 0.575150976, 0.998979802, 
0.001958263, 0.765023602, 0.573938127, 0.997165729, 
0.001818271, 0.763558410, 0.572262143, 0.995287126, 
0.001847245, 0.767847444, 0.573578063, 0.995025475, 
0.001868425, 0.773436326, 0.572373541, 1.025652823, 
0.001786322, 0.781415230, 0.575166224, 0.998733593, 
0.001926614, 0.775456566, 0.572966650, 0.996030636, 
0.001863225, 0.766223264, 0.572448872, 0.997696271, 
0.001896707, 0.764045542, 0.574194787, 0.995106136, 
0.001848528, 0.764564422, 0.574158249, 0.996513670, 
0.001887771, 0.763686280, 0.574819105, 0.992765199, 
0.001889755, 0.766374127, 0.570431357, 0.995912806, 
0.001826817, 0.766347087, 0.586703614, 0.960827712, 
0.001798134, 0.764368776, 0.571956912, 0.995006600, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13a.sql
0.001702114, 1.795939008, 0.220894551, 0.590700851, 1.327629141, 
0.001733583, 1.789675001, 0.221824028, 0.589580566, 1.345949778, 
0.001671536, 1.792059070, 0.220672304, 0.590404317, 1.334560987, 
0.001695772, 1.810374147, 0.220387241, 0.592217708, 1.329489531, 
0.001671486, 1.791661907, 0.222151301, 0.592138759, 1.335822727, 
0.001685914, 1.801502273, 0.220267206, 0.589383998, 1.333914999, 
0.001655947, 1.800697297, 0.223305139, 0.589600443, 1.332807888, 
0.001642443, 1.787646937, 0.220466991, 0.592059421, 1.343488476, 
0.001667519, 1.803593624, 0.220065639, 0.590105257, 1.332345172, 
0.001677528, 1.802437492, 0.223244757, 0.591083196, 1.343616706, 
0.001674882, 1.792758238, 0.221449678, 0.595694411, 1.349015874, 
0.001642492, 1.800823123, 0.219802017, 0.589356145, 1.352073042, 
0.001674973, 1.791403303, 0.221862009, 0.590345787, 1.346773901, 
0.001666998, 1.792222806, 0.222036707, 0.590524361, 1.343268133, 
0.001683829, 1.799275608, 0.222060791, 0.590896357, 1.344800559, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13b.sql
0.001729725, 1.619064404, 0.001699368, 0.003310752, 0.003011292, 
0.001776063, 1.617842608, 0.001537335, 0.003300163, 0.003018056, 
0.001828270, 1.615758941, 0.001716581, 0.003365194, 0.003062158, 
0.001880998, 1.618035600, 0.001889053, 0.003459310, 0.003051087, 
0.001883123, 1.616845845, 0.001757407, 0.003403685, 0.003071144, 
0.001855560, 1.623442682, 0.001736568, 0.003431699, 0.003042931, 
0.001855640, 1.619526408, 0.001691193, 0.003384551, 0.003035748, 
0.001822549, 1.617840194, 0.001717472, 0.003393448, 0.003038674, 
0.001873935, 1.620249831, 0.001711260, 0.003386905, 0.003032002, 
0.001851653, 1.624484873, 0.001799636, 0.003382406, 0.003036159, 
0.001876570, 1.620947806, 0.001766073, 0.003367208, 0.003008497, 
0.001840944, 1.624134026, 0.001792603, 0.003392956, 0.003037792, 
0.001845773, 1.622804650, 0.001922716, 0.003387185, 0.003034226, 
0.001859659, 1.628502877, 0.001679241, 0.003399819, 0.003024457, 
0.001912316, 1.611908579, 0.001783836, 0.003324728, 0.003045587, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13c.sql
0.001774990, 1.567905063, 0.001775010, 0.001506828, 0.000455682, 
0.001910062, 1.570838861, 0.002336240, 0.001607486, 0.000462575, 
0.001958904, 1.569288581, 0.001624168, 0.001522939, 0.000469738, 
0.001917737, 1.566958783, 0.001758208, 0.001488544, 0.000467364, 
0.001920342, 1.584695199, 0.001644035, 0.002075743, 0.000462816, 
0.001999260, 1.568648384, 0.001766945, 0.001502300, 0.000472234, 
0.001944598, 1.564860368, 0.001636401, 0.001542305, 0.000460090, 
0.001975585, 1.566924069, 0.001662179, 0.001618297, 0.000457426, 
0.001989732, 1.558051694, 0.001614659, 0.001543797, 0.000456994, 
0.001917567, 1.578094210, 0.001645318, 0.001513280, 0.000472624, 
0.001841675, 1.573958485, 0.001648473, 0.001485279, 0.000461042, 
0.001940319, 1.580569782, 0.001712934, 0.001570147, 0.000461403, 
0.001928257, 1.568679271, 0.001615602, 0.001609391, 0.000456755, 
0.001992576, 1.579325074, 0.001631883, 0.001522187, 0.000461844, 
0.001948995, 1.571323838, 0.001640188, 0.001494576, 0.000468767, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13d.sql
0.001779839, 1.803295127, 0.223585052, 1.131935237, 1.376003974, 
0.001624879, 1.794229459, 0.223076611, 1.141859140, 1.386965917, 
0.001675434, 1.798491331, 0.222132615, 1.141212651, 1.376038779, 
