execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/10c.sql
0.003339624, 1.162066747, 3.881514602, 
0.001745018, 1.136633660, 3.832032846, 
0.000493499, 1.137802893, 3.822304470, 
0.000465941, 1.135023057, 3.823747782, 
0.000541139, 1.133889584, 3.819144511, 
0.000475250, 1.123732549, 3.840774642, 
0.000483837, 1.143394522, 3.839878844, 
0.000515695, 1.130800801, 3.826339472, 
0.000997725, 1.136179989, 3.841192944, 
0.000587571, 1.133917948, 3.821905822, 
0.000973527, 1.133691475, 3.821041967, 
0.000981828, 1.134059789, 3.815419218, 
0.000479168, 1.142942299, 3.834838844, 
0.000518083, 1.135493284, 3.822989012, 
0.000563038, 1.134995914, 3.810888840, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/12a.sql
0.000570799, 0.159163262, 0.024304352, 0.207595274, 
0.000836241, 0.157859220, 0.025648159, 0.206626735, 
0.000867506, 0.156977757, 0.025660954, 0.207638230, 
0.001142454, 0.165208274, 0.025379695, 0.205826350, 
0.001690443, 0.163911210, 0.025461398, 0.205552027, 
0.001669315, 0.155120111, 0.025481310, 0.206025069, 
0.000888582, 0.156095022, 0.025386236, 0.205848219, 
0.000856900, 0.155452689, 0.025386942, 0.206611189, 
0.000898259, 0.157995606, 0.025652206, 0.206116123, 
0.001125474, 0.161991358, 0.025244571, 0.205268504, 
0.000843651, 0.156112227, 0.025626670, 0.205017736, 
0.000864797, 0.154781647, 0.025418428, 0.205115065, 
0.000850358, 0.156561642, 0.025498986, 0.207142969, 
0.000865428, 0.156583993, 0.025333814, 0.205046787, 
0.001683320, 0.163606162, 0.025531077, 0.206022378, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/12b.sql
0.001617913, 0.003674099, 0.000782937, 0.048321980, 
0.000556837, 0.003163590, 0.000691264, 0.030424559, 
0.000543221, 0.003212504, 0.000838270, 0.030322646, 
0.000547282, 0.003097493, 0.000684774, 0.030287694, 
0.000559219, 0.003077341, 0.000739443, 0.030553276, 
0.000587615, 0.003068292, 0.000697400, 0.030638581, 
0.000643500, 0.003093772, 0.000697224, 0.030525288, 
0.000534722, 0.003180279, 0.000701526, 0.030173878, 
0.000583284, 0.003000065, 0.000729507, 0.030234144, 
0.000553186, 0.003033656, 0.000739000, 0.030032109, 
0.000546312, 0.003085684, 0.000735236, 0.030493376, 
0.000553085, 0.003109832, 0.000750681, 0.030552086, 
0.000551709, 0.003044495, 0.000785954, 0.031111166, 
0.000561285, 0.003039063, 0.000701261, 0.030090478, 
0.001080507, 0.005257006, 0.001043627, 0.038855385, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/12c.sql
0.000655223, 0.340921581, 0.456948806, 0.249759597, 
0.000891305, 0.333453098, 0.455002825, 0.252535240, 
0.000862340, 0.335241951, 0.454460660, 0.248451106, 
0.000858880, 0.332632741, 0.459680307, 0.251468929, 
0.000872069, 0.334787600, 0.455928478, 0.248459551, 
0.000861871, 0.335913103, 0.456031537, 0.250765115, 
0.000865448, 0.334015136, 0.456881535, 0.249952047, 
0.001726232, 0.335218213, 0.457864959, 0.248741883, 
0.000859122, 0.385905800, 0.455904742, 0.251072930, 
0.000859712, 0.338107446, 0.455975417, 0.247611288, 
0.000855600, 0.337246591, 0.457273320, 0.249071386, 
0.000860103, 0.332337001, 0.454884196, 0.251464148, 
0.001180951, 0.332843113, 0.456677345, 0.249479227, 
0.000856924, 0.335158113, 0.458364029, 0.251386487, 
0.001717691, 0.332096057, 0.454777940, 0.248867032, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13a.sql
0.000810658, 1.727030442, 0.011836779, 0.104355017, 0.667184940, 
0.000825943, 1.737500151, 0.011901959, 0.107004851, 0.662094028, 
0.000822240, 1.735382642, 0.011903863, 0.106959447, 0.659039007, 
0.000828862, 1.745174619, 0.011954621, 0.104585086, 0.663464153, 
0.000802543, 1.737884956, 0.011948464, 0.104447792, 0.658599396, 
0.000806017, 1.736026640, 0.012034532, 0.107520852, 0.659448281, 
0.000809627, 1.745767947, 0.011911861, 0.104373217, 0.659667754, 
0.000799671, 1.755951466, 0.011981747, 0.105290698, 0.666757208, 
0.000759163, 1.738012309, 0.025071037, 0.321219500, 0.659017487, 
0.000815574, 1.733808504, 0.011999135, 0.105891300, 0.664902135, 
0.001110975, 1.748283405, 0.011884632, 0.104429002, 0.663207353, 
0.001115161, 1.753700244, 0.011872635, 0.104569106, 0.663987864, 
0.000793807, 1.739922551, 0.011868424, 0.105896139, 0.661741584, 
0.000832450, 1.742632133, 0.011950478, 0.104524371, 0.667938671, 
0.000815028, 1.741839470, 0.011852025, 0.104523896, 0.673729419, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13b.sql
0.000879353, 0.663284815, 0.000599228, 0.001431405, 0.001283452, 
0.000845073, 0.668028457, 0.000601357, 0.001480919, 0.001315365, 
0.000875488, 0.665649992, 0.000607611, 0.001547169, 0.001299932, 
0.000834367, 0.668362186, 0.000607250, 0.001533629, 0.001289720, 
0.001708299, 0.664675671, 0.000596044, 0.001513581, 0.001287841, 
0.000871730, 0.666409294, 0.000607072, 0.001473676, 0.001328709, 
0.000891836, 0.667149974, 0.000612739, 0.001472065, 0.001313632, 
0.001149128, 0.662717987, 0.000661030, 0.001502473, 0.001301512, 
0.000842310, 0.664308246, 0.000642102, 0.001449589, 0.001304372, 
0.000886844, 0.664289606, 0.000649884, 0.001454545, 0.001328579, 
0.001698313, 0.669439720, 0.000611735, 0.001542307, 0.001295660, 
0.000833131, 0.664734107, 0.000648088, 0.001479492, 0.001294687, 
0.000895472, 0.669340239, 0.000629767, 0.001525649, 0.001303388, 
0.000855726, 0.667894780, 0.000649089, 0.001468340, 0.001331301, 
0.000891261, 0.667149676, 0.000621699, 0.001480718, 0.001311679, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13c.sql
0.000845924, 0.642458185, 0.000576757, 0.000666105, 0.000192903, 
0.000903163, 0.643016497, 0.000669378, 0.000674727, 0.000196811, 
0.000884846, 0.644537875, 0.000592908, 0.000790131, 0.000197329, 
0.000891420, 0.643832333, 0.000570559, 0.000664491, 0.000194168, 
0.000874917, 0.645376484, 0.002369530, 0.002701954, 0.000683020, 
0.000865707, 0.644307506, 0.000594915, 0.000685415, 0.000196448, 
0.000899129, 0.641734139, 0.000622262, 0.000742818, 0.000224455, 
0.000883080, 0.656809652, 0.000667109, 0.000678838, 0.000192374, 
0.000883240, 0.646083894, 0.000590155, 0.000684858, 0.000195552, 
0.001747287, 0.641720968, 0.000572411, 0.000661306, 0.000193814, 
0.000893544, 0.645129203, 0.000576580, 0.000734220, 0.000192838, 
0.000899137, 0.642105035, 0.000578991, 0.000670409, 0.000197715, 
0.001788729, 0.647063549, 0.000587445, 0.000687980, 0.000258996, 
0.000884545, 0.645840386, 0.000628764, 0.000709394, 0.000192232, 
0.000885300, 0.642875252, 0.000612822, 0.000698403, 0.000193901, 
execute /home/pei/Project/benchmarks/imdb_job-postgres/QuerySplit/queries_new_settings_QuerySplit_subset/13d.sql
0.000837052, 2.407586075, 0.087214451, 0.154002944, 0.654471907, 
0.000813102, 2.394833258, 0.086865275, 0.153505080, 0.655894958, 
0.000825940, 2.393732459, 0.086866516, 0.153048769, 0.653168597, 
